Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2018-07-08 16:30:47.772746,344.48717122,0,607.05127434,0,6252.05128629,0,1526.02563526,0,2018.33332861,0,3921.92307623,0,1985.51281572,0,738.33332590,0,2510.64102196,0,7072.56410854,0,8221.28205969,0,4939.48718095,0,7272.43590383,0,7893.07693079,0,0,0,?
2018-07-08 16:30:47.830591,3101.41025398,0,2543.46153485,0,3068.58974109,0,475.76922278,0,574.23076145,0,6153.58974762,0,1263.46153214,0,2346.53845751,0,2412.17948329,0,3101.41025398,0,5661.41025940,0,7860.51282816,0,2119.74358523,0,2674.74358641,0,0,0,?
2018-07-08 16:30:47.941196,3101.41025398,0,2543.46153485,0,3068.58974109,0,475.76922278,0,574.23076145,0,6153.58974762,0,1263.46153214,0,2346.53845751,0,2412.17948329,0,3101.41025398,0,5661.41025940,0,7860.51282816,0,2119.74358523,0,2674.74358641,0,0,0,?
2018-07-08 16:30:47.941196,3101.41025398,0,2543.46153485,0,3068.58974109,0,475.76922278,0,574.23076145,0,6153.58974762,0,1263.46153214,0,2346.53845751,0,2412.17948329,0,3101.41025398,0,5661.41025940,0,7860.51282816,0,2119.74358523,0,2674.74358641,0,0,0,?
2018-07-08 16:30:47.941196,3101.41025398,0,2543.46153485,0,3068.58974109,0,475.76922278,0,574.23076145,0,6153.58974762,0,1263.46153214,0,2346.53845751,0,2412.17948329,0,3101.41025398,0,5661.41025940,0,7860.51282816,0,2119.74358523,0,2674.74358641,0,0,0,?
2018-07-08 16:30:47.941196,3101.41025398,0,2543.46153485,0,3068.58974109,0,475.76922278,0,574.23076145,0,6153.58974762,0,1263.46153214,0,2346.53845751,0,2412.17948329,0,3101.41025398,0,5661.41025940,0,7860.51282816,0,2119.74358523,0,2674.74358641,0,0,0,?
2018-07-08 16:30:47.941196,3101.41025398,0,2543.46153485,0,3068.58974109,0,475.76922278,0,574.23076145,0,6153.58974762,0,1263.46153214,0,2346.53845751,0,2412.17948329,0,3101.41025398,0,5661.41025940,0,7860.51282816,0,2119.74358523,0,2674.74358641,0,0,0,?
2018-07-08 16:30:47.941196,3101.41025398,0,2543.46153485,0,3068.58974109,0,475.76922278,0,574.23076145,0,6153.58974762,0,1263.46153214,0,2346.53845751,0,2412.17948329,0,3101.41025398,0,5661.41025940,0,7860.51282816,0,2119.74358523,0,2674.74358641,0,0,0,?
2018-07-08 16:30:47.942194,3101.41025398,0,2543.46153485,0,3068.58974109,0,475.76922278,0,574.23076145,0,6153.58974762,0,1263.46153214,0,2346.53845751,0,2412.17948329,0,3101.41025398,0,5661.41025940,0,7860.51282816,0,2119.74358523,0,2674.74358641,0,0,0,?
2018-07-08 16:30:47.942194,3101.41025398,0,2543.46153485,0,3068.58974109,0,475.76922278,0,574.23076145,0,6153.58974762,0,1263.46153214,0,2346.53845751,0,2412.17948329,0,3101.41025398,0,5661.41025940,0,7860.51282816,0,2119.74358523,0,2674.74358641,0,0,0,?
2018-07-08 16:30:47.942194,3101.41025398,0,2543.46153485,0,3068.58974109,0,475.76922278,0,574.23076145,0,6153.58974762,0,1263.46153214,0,2346.53845751,0,2412.17948329,0,3101.41025398,0,5661.41025940,0,7860.51282816,0,2119.74358523,0,2674.74358641,0,0,0,?
2018-07-08 16:30:47.942194,3101.41025398,0,2543.46153485,0,3068.58974109,0,475.76922278,0,574.23076145,0,6153.58974762,0,1263.46153214,0,2346.53845751,0,2412.17948329,0,3101.41025398,0,5661.41025940,0,7860.51282816,0,2119.74358523,0,2674.74358641,0,0,0,?
2018-07-08 16:30:47.942194,3101.41025398,0,2543.46153485,0,3068.58974109,0,475.76922278,0,574.23076145,0,6153.58974762,0,1263.46153214,0,2346.53845751,0,2412.17948329,0,3101.41025398,0,5661.41025940,0,7860.51282816,0,2119.74358523,0,2674.74358641,0,0,0,?
2018-07-08 16:30:47.942194,3101.41025398,0,2543.46153485,0,3068.58974109,0,475.76922278,0,574.23076145,0,6153.58974762,0,1263.46153214,0,2346.53845751,0,2412.17948329,0,3101.41025398,0,5661.41025940,0,7860.51282816,0,2119.74358523,0,2674.74358641,0,0,0,?
2018-07-08 16:30:47.972114,6317.69231207,0,7630.51282767,0,5464.35897693,0,3101.41025398,0,2871.66666375,0,5956.79487541,0,1854.23076416,0,803.97435168,0,1329.10255792,0,3429.48717775,0,2346.41025238,0,5070.76923251,0,8355.38462407,0,1263.46153214,0,0,0,?
2018-07-08 16:30:47.972114,6317.69231207,0,7630.51282767,0,5464.35897693,0,3101.41025398,0,2871.66666375,0,5956.79487541,0,1854.23076416,0,803.97435168,0,1329.10255792,0,3429.48717775,0,2346.41025238,0,5070.76923251,0,8355.38462407,0,1263.46153214,0,0,0,?
2018-07-08 16:30:48.062871,2904.48717664,0,2740.38461219,0,2477.82050907,2282.6363634081,7728.97436634,0,8286.92308547,0,4545.38461601,0,1361.92307081,0,2641.92307352,0,3035.76922820,0,5201.92307894,0,836.92306970,0,672.94871038,0,7633.58975075,0,1132.17948058,0,0,0,?
2018-07-08 16:30:48.062871,2904.48717664,0,2740.38461219,0,2477.82050907,2282.6363634081,7728.97436634,0,8286.92308547,0,4545.38461601,0,1361.92307081,0,2641.92307352,0,3035.76922820,0,5201.92307894,0,836.92306970,0,672.94871038,0,7633.58975075,0,1132.17948058,0,0,0,?
2018-07-08 16:30:48.062871,2904.48717664,0,2740.38461219,0,2477.82050907,2282.6363634081,7728.97436634,0,8286.92308547,0,4545.38461601,0,1361.92307081,0,2641.92307352,0,3035.76922820,0,5201.92307894,0,836.92306970,0,672.94871038,0,7633.58975075,0,1132.17948058,0,0,0,?
2018-07-08 16:30:48.062871,2904.48717664,0,2740.38461219,0,2477.82050907,2282.6363634081,7728.97436634,0,8286.92308547,0,4545.38461601,0,1361.92307081,0,2641.92307352,0,3035.76922820,0,5201.92307894,0,836.92306970,0,672.94871038,0,7633.58975075,0,1132.17948058,0,0,0,?
2018-07-08 16:30:48.112738,1821.41025127,0,3199.87179265,0,3954.74358912,2282.6363634081,8188.46154680,7969.9090901121,7269.48718588,650.6363635713,3199.74358752,0,771.15383879,0,2248.07691884,1606.7575755969,3265.51281843,0,6153.71795275,0,2379.48717553,0,8254.35898284,0,642.94871031,0,1887.05127705,0,0,0,?
2018-07-08 16:30:48.112738,1821.41025127,0,3199.87179265,0,3954.74358912,2282.6363634081,8188.46154680,7969.9090901121,7269.48718588,650.6363635713,3199.74358752,0,771.15383879,0,2248.07691884,1606.7575755969,3265.51281843,0,6153.71795275,0,2379.48717553,0,8254.35898284,0,642.94871031,0,1887.05127705,0,0,0,?
2018-07-08 16:30:48.112738,1821.41025127,0,3199.87179265,0,3954.74358912,2282.6363634081,8188.46154680,7969.9090901121,7269.48718588,650.6363635713,3199.74358752,0,771.15383879,0,2248.07691884,1606.7575755969,3265.51281843,0,6153.71795275,0,2379.48717553,0,8254.35898284,0,642.94871031,0,1887.05127705,0,0,0,?
2018-07-08 16:30:48.172106,2937.30768953,0,3757.82051178,0,4742.43589848,2282.6363634081,8122.82052102,7969.9090901121,7302.30769877,650.6363635713,2018.20512348,0,607.05127434,0,1985.51281572,1606.7575755969,2248.07691884,0,7236.79487812,1013.3030302017,1755.89743062,0,49.35896547,0,6648.97436405,0,2904.48717664,0,0,0,?
2018-07-08 16:30:48.203022,705.51281301,0,2609.10256063,0,7039.87180078,2282.6363634081,7925.89744368,7969.9090901121,7532.05128900,650.6363635713,1427.43589146,0,180.38460677,0,3199.87179265,1606.7575755969,3659.35897311,0,1263.58973727,1013.3030302017,3561.02563957,0,1099.61537795,5216.939393417701,6944.35898006,0,2313.71794462,0,0,0,?
2018-07-08 16:30:48.332216,705.51281301,0,2609.10256063,0,7039.87180078,2282.6363634081,7925.89744368,7969.9090901121,7532.05128900,650.6363635713,1427.43589146,0,180.38460677,0,3199.87179265,1606.7575755969,3659.35897311,0,1263.58973727,1013.3030302017,3561.02563957,0,1099.61537795,5216.939393417701,6944.35898006,0,2313.71794462,0,0,0,?
2018-07-08 16:30:48.332216,705.51281301,0,2609.10256063,0,7039.87180078,2282.6363634081,7925.89744368,7969.9090901121,7532.05128900,650.6363635713,1427.43589146,0,180.38460677,0,3199.87179265,1606.7575755969,3659.35897311,0,1263.58973727,1013.3030302017,3561.02563957,0,1099.61537795,5216.939393417701,6944.35898006,0,2313.71794462,0,0,0,?
2018-07-08 16:30:48.332216,705.51281301,0,2609.10256063,0,7039.87180078,2282.6363634081,7925.89744368,7969.9090901121,7532.05128900,650.6363635713,1427.43589146,0,180.38460677,0,3199.87179265,1606.7575755969,3659.35897311,0,1263.58973727,1013.3030302017,3561.02563957,0,1099.61537795,5216.939393417701,6944.35898006,0,2313.71794462,0,0,0,?
2018-07-08 16:30:48.332216,705.51281301,0,2609.10256063,0,7039.87180078,2282.6363634081,7925.89744368,7969.9090901121,7532.05128900,650.6363635713,1427.43589146,0,180.38460677,0,3199.87179265,1606.7575755969,3659.35897311,0,1263.58973727,1013.3030302017,3561.02563957,0,1099.61537795,5216.939393417701,6944.35898006,0,2313.71794462,0,0,0,?
2018-07-08 16:30:48.332216,5858.20513161,0,7794.61539212,0,6219.23077340,2282.6363634081,3101.41025398,7969.9090901121,3495.25640866,650.6363635713,6908.58974922,0,1788.58973838,0,968.07691613,1606.7575755969,1657.30768682,0,3987.43589688,1013.3030302017,3823.33333243,0,4775.38461650,5216.939393417701,8027.17949517,0,1132.17948058,0,0,0,?
2018-07-08 16:30:48.332216,6448.97436363,0,6120.76923473,0,6219.23077340,2282.6363634081,2444.99999618,7969.9090901121,2280.89743173,650.6363635713,6252.17949142,0,1887.05127705,0,1000.89742902,1606.7575755969,1985.51281572,0,5103.33333514,1013.3030302017,3823.33333243,0,4972.30769384,5216.939393417701,1791.41025120,0,8352.56411125,0,0,0,?
2018-07-08 16:30:48.332216,6448.97436363,0,6120.76923473,0,6219.23077340,2282.6363634081,2444.99999618,7969.9090901121,2280.89743173,650.6363635713,6252.17949142,0,1887.05127705,0,1000.89742902,1606.7575755969,1985.51281572,0,5103.33333514,1013.3030302017,3823.33333243,0,4972.30769384,5216.939393417701,1791.41025120,0,8352.56411125,0,0,0,?
2018-07-08 16:30:48.332216,2280.89743173,0,2412.17948329,0,2182.43589306,2282.6363634081,8122.82052102,7969.9090901121,410.12819700,650.6363635713,6678.71795386,0,1000.89742902,0,2083.97435439,1606.7575755969,2444.99999618,0,4643.97435981,1013.3030302017,6711.66667188,0,443.20512015,5216.939393417701,4876.66666799,0,902.43589035,0,0,0,?
2018-07-08 16:30:48.332216,2280.89743173,0,2412.17948329,0,2182.43589306,2282.6363634081,8122.82052102,7969.9090901121,410.12819700,650.6363635713,6678.71795386,0,1000.89742902,0,2083.97435439,1606.7575755969,2444.99999618,0,4643.97435981,1013.3030302017,6711.66667188,0,443.20512015,5216.939393417701,4876.66666799,0,902.43589035,0,0,0,?
2018-07-08 16:30:48.332216,7400.76923744,0,7203.84616010,0,5759.74359294,2282.6363634081,2543.46153485,7969.9090901121,3035.76922820,650.6363635713,7565.00000702,0,1000.89742902,0,8352.56411125,1606.7575755969,1361.92307081,0,4151.53846133,1013.3030302017,3692.05128087,0,5103.58974540,5216.939393417701,741.15383872,0,639.87178723,0,0,0,?
2018-07-08 16:30:48.333215,2806.02563797,0,3068.58974109,0,5366.02564339,2282.6363634081,7564.87180189,7969.9090901121,7105.38462143,650.6363635713,1886.92307192,0,508.58973567,0,1887.05127705,1606.7575755969,3199.87179265,0,7597.82051991,1013.3030302017,3331.28204934,0,1099.61537795,5216.939393417701,1496.28204545,0,3068.58974109,0,0,0,?
2018-07-08 16:30:48.364132,7400.76923744,0,7597.69231478,0,6284.87179918,2282.6363634081,1394.74358370,7969.9090901121,2674.74358641,650.6363635713,5694.23077229,0,1919.87178994,0,1033.71794191,1606.7575755969,2149.61538017,0,5234.61538670,1013.3030302017,4906.41025780,0,6744.61538990,5216.939393417701,5040.64102731,0,8090.00000813,0,0,0,?
2018-07-08 16:30:48.364132,3396.79486999,0,4217.30769224,0,4643.97435981,2282.6363634081,7794.61539212,7969.9090901121,147.56409388,650.6363635713,3363.84615197,0,902.43589035,0,2018.33332861,1606.7575755969,2904.48717664,0,5595.76923362,1013.3030302017,1985.64102085,0,640.12819749,5216.939393417701,19.35896540,0,4086.02564068,0,0,0,?
2018-07-08 16:30:48.444915,3396.79486999,0,4217.30769224,0,4643.97435981,2282.6363634081,7794.61539212,7969.9090901121,147.56409388,650.6363635713,3363.84615197,0,902.43589035,0,2018.33332861,1606.7575755969,2904.48717664,0,5595.76923362,1013.3030302017,1985.64102085,0,640.12819749,5216.939393417701,19.35896540,0,4086.02564068,0,0,0,?
2018-07-08 16:30:48.460904,3396.79486999,0,4217.30769224,0,4643.97435981,2282.6363634081,7794.61539212,7969.9090901121,147.56409388,650.6363635713,3363.84615197,0,902.43589035,0,2018.33332861,1606.7575755969,2904.48717664,0,5595.76923362,1013.3030302017,1985.64102085,0,640.12819749,5216.939393417701,19.35896540,0,4086.02564068,0,0,0,?
2018-07-08 16:30:48.475468,3396.79486999,0,4217.30769224,0,4643.97435981,2282.6363634081,7794.61539212,7969.9090901121,147.56409388,650.6363635713,3363.84615197,0,902.43589035,0,2018.33332861,1606.7575755969,2904.48717664,0,5595.76923362,1013.3030302017,1985.64102085,0,640.12819749,5216.939393417701,19.35896540,0,4086.02564068,0,0,0,?
