Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2018-07-08 16:18:13.388101,3528.07692155,0,2641.92307352,0,2215.25640595,0,147.56409388,0,574.23076145,0,5694.10256716,0,1296.28204503,0,1919.87178994,0,2904.48717664,0,3954.74358912,0,6842.94872344,0,7171.28205747,0,3727.94871684,0,2838.84615086,0,0,0,?
2018-07-08 16:18:13.388101,3528.07692155,0,2641.92307352,0,2215.25640595,0,147.56409388,0,574.23076145,0,5694.10256716,0,1296.28204503,0,1919.87178994,0,2904.48717664,0,3954.74358912,0,6842.94872344,0,7171.28205747,0,3727.94871684,0,2838.84615086,0,0,0,?
2018-07-08 16:18:13.422036,1919.87178994,0,278.84614544,0,6744.35897964,0,1690.12819971,0,1755.76922549,0,3757.82051178,0,1985.51281572,0,1296.28204503,0,1887.05127705,0,7499.23077611,0,7728.97436634,0,4775.38461650,0,6648.84615892,0,278.84614544,0,0,0,?
2018-07-08 16:18:13.422036,3199.87179265,0,3724.99999889,0,3363.97435710,0,508.58973567,0,344.48717122,0,6645.89744097,0,442.94870989,0,1952.69230283,0,2674.74358641,0,2937.30768953,0,6088.07692697,0,6186.66667077,0,2283.84614968,0,3035.76922820,0,0,0,?
2018-07-08 16:18:13.493845,2740.38461219,0,935.25640324,0,7466.41026322,0,344.48717122,0,114.74358099,0,1000.89742902,0,1788.58973838,0,2116.79486728,0,1755.76922549,0,311.66665833,0,2641.92307352,0,6285.12820944,0,741.28204385,0,8286.92308547,0,0,0,?
2018-07-08 16:18:13.493845,2182.43589306,0,8352.56411125,0,213.20511966,0,1230.64101925,0,869.61537746,0,1624.48717393,0,2149.61538017,0,1854.23076416,0,1099.35896769,0,81.92306810,0,7991.53846946,0,5694.35897742,0,6681.66667181,0,738.33332590,0,0,0,?
2018-07-08 16:18:13.493845,3167.05127976,0,2674.74358641,0,3035.76922820,0,8090.00000813,0,246.02563255,0,6645.89744097,0,1329.10255792,0,2018.33332861,0,1854.23076416,0,2707.56409930,0,4348.58974380,0,6416.41026100,0,1955.64102078,0,2280.89743173,0,0,0,?
2018-07-08 16:18:13.493845,1263.46153214,0,607.05127434,0,7564.87180189,0,1132.17948058,0,2248.07691884,0,2412.17948329,0,2182.43589306,0,1361.92307081,0,1919.87178994,0,180.38460677,0,8385.38462414,0,5956.92308054,0,6747.30769759,0,1066.53845480,0,0,0,?
2018-07-08 16:18:13.493845,2149.61538017,0,7893.07693079,0,7138.20513432,0,1460.38460948,0,1394.74358370,0,3298.33333132,0,2083.97435439,0,1394.74358370,0,1657.30768682,0,6842.82051831,0,8155.64103391,0,5464.61538719,0,6812.94872337,0,7630.51282767,0,0,0,?
2018-07-08 16:18:13.519741,2904.48717664,0,2379.35897040,0,2313.71794462,0,541.41024856,0,968.07691613,0,7236.66667299,0,1033.71794191,0,2215.25640595,0,2346.53845751,0,2510.64102196,0,4775.25641137,0,6646.15385123,0,1102.30768564,0,2510.64102196,0,0,0,?
